reaction_name	minFlux_mut	maxFlux_mut	minFlux_wt	maxFlux_wt	distinct_rxn_bool
cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0	0	0
cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0	0	0
cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0	0	0
cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0	0	0
cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0	0	0
cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0	0	0
cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0	0	0
Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	0	1000	0	1000	0
Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	0	1000	0	1000	0
Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	0	1000	0	1000	0
Vacuolar cation-chloride cotransporter 1 (Vacuolar homolog of CCC family protein 1)	0	1000	0	1000	0
Probable metabolite transport protein YBR241C	0	1000	0	1000	0
Probable metabolite transport protein YBR241C	0	1000	0	1000	0
Probable ATP-dependent permease	0	1000	0	1000	0
Zinc transporter YKE4	0	1000	0	1000	0
Zinc transporter YKE4	0	1000	0	1000	0
Anion/proton exchange transporter GEF1 (CLC protein GEF1) (ClC-A) (ClC-Y1) (Voltage-gated chloride channel) [Cleaved into: GEF1 N-terminal; GEF1 C-terminal]	0	1000	0	1000	0
Iron sulfur cluster assembly protein 2, mitochondrial (Iron sulfur cluster scaffold protein 2)	0	0	0	0	0
Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	0	1000	0	1000	0
Putative sulfate transporter YPR003C	0	1000	0	1000	0
Protein PNS1 (pH nine-sensitive protein 1)	0	1000	0	1000	0
Iron-sulfur clusters transporter ATM1, mitochondrial	0	1000	0	1000	0
UDP-N-acetylglucosamine transporter YEA4	0	1000	0	1000	0
glycerol 2-phosphate(2-) transport	0	1000	0	1000	0
Glycerol-2-phosphate phosphohydrolase	0	0	0	0	0
L-Threonine phosphate transport in via proton symport	0	1000	0	1000	0
acid phosphatase / phosphotransferase	0	0	0	0	0
alkaline phosphatase	0	0	0	0	0
Guanosine transport via proton symport	0	1000	0	1000	0
Guanosine 3'-phosphate phosphohydrolase	0	0	0	0	0
Guanosine transport via proton symport(for 3'-GMP)	0	1000	0	1000	0
2-Phosphoglycolate transport in/out via proton symport	0	1000	0	1000	0
2-phosphoglycolate phosphohydrolase	0	0	0	0	0
alkaline phosphatase	0	0	0	0	0
cysteamine S-phosphate transport via proton symport	0	1000	0	1000	0
Cysteamine:oxygen oxidoreductase	0	0	0	0	0
hypotaurine:NAD+ oxidoreductase	0	0	0	0	0
2-aminobutanoate:2-oxoglutarate aminotransferase	0	1000	0	1000	0
2-aminobutyrate transport	0	1000	0	1000	0
alkaline phosphatase	0	0	0	0	0
Uridine 2'-phosphate transport in via proton symport	0	1000	0	1000	0
Uridine 3'-monophosphate phosphohydrolase	0	0	0	0	0
3'-UMP transport in via proton symport	0	1000	0	1000	0
Gly-Met transport via proton symport	0	1000	0	1000	0
dipeptidase	0	0	0	0	0
R07420	0	0	0	0	0
N-phosphocreatine transport	0	1000	0	1000	0
creatinine transport	0	1000	0	1000	0
ATP:L-arginine Nomega-phosphotransferase	0	1000	0	1000	0
L-arginine phosphate transport in/out via proton symport	0	1000	0	1000	0
acid phosphatase / phosphotransferase	0	0	0	0	0
Tripolyphosphate transport in via proton symport	0	1000	0	1000	0
alkaline phosphatase	0	0	0	0	0
Cytidine- 2'- Monophosphate transport in via proton symport	0	1000	0	1000	0
cyclic phosphodiesterase	0	0	0	0	0
2',3'-Cyclic UMP transport in via proton symport	0	1000	0	1000	0
3-Sulfino-L-alanine 4-carboxy-lyase	0	0	0	0	0
3-Sulfino-L-alanine transport via proton antiport	0	1000	0	1000	0
adenosine 3'-phosphate phosphohydrolase	0	0	0	0	0
3AMP transport via diffusion (extracellular to periplasm)	0	1000	0	1000	0
alpha-glucosidase	0	0	0	0	0
Palatinose transport in via proton symport	0	1000	0	1000	0
Amino-Acid N-Acetyltransferase	0	1000	0	1000	0
Acetylcysteine transport via proton symport	0	1000	0	1000	0
thiosulfate:ferricytochrome-c oxidoreductase	0	1000	0	1000	0
etrathionate transport via diffusion	0	1000	0	1000	0
D-Gluconate:NADP+ 5-oxidoreductase	0	0	0	0	0
5-Dehydro-D-gluconate transport via proton symport	0	1000	0	1000	0
dipeptidase	0	0	0	0	0
ala-L-asp-L transport via proton symport	0	1000	0	1000	0
cyclic phosphodiesterase	0	0	0	0	0
2',3'-Cyclic CMP transport in via proton symport	0	1000	0	1000	0
beta-glucosidase (methyl-alpha-D-glucoside)	0	1000	0	1000	0
Methanol diffusion	0	0	0	0	0
alpha-Methyl-D-glucoside transport via proton symport	0	1000	0	1000	0
ATP:D-tagatose 6-phosphotransferase	0	0	0	0	0
D-tagatose 6-phosphate 4-epimerase	0	1000	0	1000	0
D-tagatose uptake via diffusion	0	1000	0	1000	0
Acetoacetate:CoA ligase (AMP-forming)	0	21.4674931881458	0	18.404733848392	0
N-Acyl-Aliphatic-L-Amino Acid Amidohydrolase	0	1000	0	1000	0
Ala-Gln transport via proton symport	0	1000	0	1000	0
L-alanyl-L-glutamate transport in via proton symport	0	1000	0	1000	0
Maltodextrin glucosidase (maltotriose)	0	0	0	0	0
Ala-Thr transport via proton symport	0	1000	0	1000	0
Ala-Thr transport via proton symport (extracellular to cytosol)	0	1000	0	1000	0
Gly-Asn transport via proton symport (extracellular to cytosol)	0	1000	0	1000	0
glycerol 1-phosphate transport	0	1000	0	1000	0
D-O-Phosphoserine transport in/out via proton symport	0	1000	0	1000	0
D-O-Phosphoserine phosphohydrolase	0	1000	0	1000	0
L-alanyl-L-glutamate transport in via proton symport	0	1000	0	1000	0
L-alanyl-gamma-L-glutamate peptidase	0	0	0	0	0
3-oxalomalate glyoxylate-lyase (oxaloacetate-forming)	0	1000	0	1000	0
L-cysteate bisulfite-lyase (deaminating)	0	0	0	0	0
cyclic phosphodiesterase	0	0	0	0	0
deoxynucleotide 3'-phosphatase	0	0	0	0	0
cytosol nonspecific dipeptidase	0	0	0	0	0
Cytosol non-specific dipeptidase	0	0	0	0	0
Cytosol non-specific dipeptidase	0	0	0	0	0
Cytosol non-specific dipeptidase	0	0	0	0	0
Cytosol non-specific dipeptidase	0	0	0	0	0
L-Cysteate transport via proton symport	0	1000	0	1000	0
alpha-glucosidase	0	1000	0	1000	0
2-Hydroxyethanesulfonate transport via proton symport	0	1000	0	1000	0
3-Oxalomalate transport via proton symport	0	1000	0	1000	0
Gly-Met transport via proton symport	0	1000	0	1000	0
Gly-Gln transport via proton symport	0	1000	0	1000	0
Gly-Gln transport via proton symport	0	1000	0	1000	0
Ala-Gln transport via proton symport	0	1000	0	1000	0
N-Acetylmethionine transport via proton symport	0	1000	0	1000	0
Phosphotyrosine transport via proton symport	0	1000	0	1000	0
Ala-His transport via proton symport	0	1000	0	1000	0
Ala-His transport via proton symport	0	1000	0	1000	0
ala-L-asp-L transport via proton symport	0	1000	0	1000	0
FMNH2-dependent alkanesulfonate monooxygenase	0	0	0	0	0
thymidine 3-monophosphate transport	0	1000	0	1000	0
thymidine 5-monophosphate transport	0	1000	0	1000	0
nucleotide-specific phosphatase (thymidine 5'-monophosphate)	0	0	0	0	0
Gly-Glu transport via proton symport (extracellular to cytosol)	0	1000	0	1000	0
Gly-Glu transport via proton symport (cytosol to vacuole)	0	1000	0	1000	0
cytosol nonspecific dipeptidase	0	0	0	0	0
L-methionine transport, vacuoluar	0	1000	0	1000	0
L-threonine transport, vacuoluar	0	1000	0	1000	0
cysteamine exchange	0	0	0	0	0
23cGMP transport via diffusion (extracellular to periplasm)	0	1000	0	1000	0
D-Glycerate 2-phosphate transport in/out via proton symport	0	1000	0	1000	0
3-Phospho-D-glycerate transport in/out via proton symport	0	1000	0	1000	0
D-glucose 1-phosphate transport via diffusion	0	1000	0	1000	0
carbamoyl phosphate nuclear transport via diffusion	0	1000	0	1000	0
Met-Ala transport via proton symport (extracellular to cytosol)	0	1000	0	1000	0
Met-Ala transport via proton symport (cytosol to vacuole)	0	1000	0	1000	0
O-Phospho-L-serine transport in via proton symport	0	1000	0	1000	0
GMP transport via proton symport	0	1000	0	1000	0
myo-inositol phosphate transport via diffusion (extracellular to periplasm)	0	1000	0	1000	0
D-glucose 6-phosphate transport	0	1000	0	1000	0
UMP transport	0	1000	0	1000	0
Phosphoenolpyruvate transport in via proton symport	0	1000	0	1000	0
Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	0	1000	0	1000	0
6-Phospho-D-gluconate transport in/out via proton symport	0	1000	0	1000	0
MAN1P transport in/out via proton symport	0	1000	0	1000	0
Pyrophosphate transport in via proton symport	0	1000	0	1000	0
Choline phosphate intracellular transport	0	1000	0	1000	0
thiosulfate transport	0	1000	0	1000	0
AMP transport in/out via proton symport	0	1000	0	1000	0
23cAMP transport via diffusion (extracellular to periplasm)	0	1000	0	1000	0
Adenosine- 2'-Monophosphate transport in via proton symport	0	1000	0	1000	0
CMP transport in/out via proton symport	0	1000	0	1000	0
D-glucosamine transport via diffusion (extracellular to periplasm)	0	1000	0	1000	0
2-deoxy-D-ribose transport	0	1000	0	1000	0
L-Citrulline transport in via proton symport	0	1000	0	1000	0
Dihydroxyacetone transport via facilitated diffusion	0	1000	0	1000	0
Ala-Leu transport via proton symport (extracellular to cytosol)	0	1000	0	1000	0
Ala-Leu transport via proton symport (cytosol to vacuole)	0	1000	0	1000	0
L-alanylglycine transport via proton antiport	0	1000	0	1000	0
L-alanylglycine transport via proton antiport	0	1000	0	1000	0
N-acetyl-L-glutamate transport	0	1000	0	1000	0
N-acetyl-L-glutamate transport	0	1000	0	1000	0
Lipoamide transport via proton symport	0	1000	0	1000	0
L-methionine S-oxide transport via diffusion (extracellular)	0	1000	0	1000	0
Gly-Asn transport via proton symport	0	1000	0	1000	0
Cysteamine transport via proton antiport	0	1000	0	1000	0
Hydrogen sulfide oxidation	0	2.09517890665052	0	1.81344705366045	0
L-alanine transport in via proton symport	0	1000	0	1000	0
Glycine transport (vacuole)	0	1000	0	1000	0
4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)	0	74.0763911354355	0	62.7360940134894	0
Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)	0	74.0763911354355	0	62.7360940134894	0
4-Maleylacetoacetate cis-trans-isomerase	0	74.0763911354355	0	62.7360940134894	0
4-fumarylacetoacetate fumarylhydrolase	0	74.0763911354355	0	62.7360940134894	0
L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming)	0	0	0	0	0
Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming)	0	1000	0	1000	0
arabinose reductase (D-arabinose)	0	0	0	0	0
D-arabinitol:NAT 4-oxidoreductase	0	0	0	0	0
Acetoacetate transport via diffusion	0	1000	0	1000	0
methanol exchange	0	0	0	0	0
alkaline phosphatase	0	0	0	0	0
Ala-Gly exchange	0	291.91985214162	0	246.887466836992	0
3-oxalomalate(3-) exchange	0	8.6935090851584	0	7.35242373406584	0
6-O-alpha-D-glucopyranosyl-D-fructofuranose exchange	0	0	0	0	0
5-dehydro-D-gluconate exchange	0	0	0	0	0
D-tagatose exchange	0	0	0	0	0
turanose exchange	0	0	0	0	0
D-glucose 6-phosphate exchange	0	27.0226103673108	0	22.3264631174925	0
alpha-maltotriose exchange	0	0	0	0	0
D-glucose 1-phosphate exchange	0	24.1810576418334	0	19.9787320412237	0
methyl alpha-D-glucopyranoside exchange	0	0	0	0	0
D-Glucosamine exchange	0	0	0	0	0
glycerone exchange	0	0.760724398313641	0	0.768862951712663	0
Ala-Gln exchange	0	0	0	0	0
Ala-Leu exchange	0	291.919852141519	0	246.887466837219	0
Gly-Gln exchange	0	0	0	0	0
Ala-His exchange	0	0	0	0	0
Gly-Asn exchange	0	0	0	0	0
Ala-Glu exchange	0	0	0	0	0
Gly-Met exchange	0	0	0	0	0
Ala-Asp exchange	0	0	0	0	0
Gly-Glu exchange	0	0	0	0	0
Ala-Thr exchange	0	0	0	0	0
Met-Ala exchange	0	34.2113348927131	0	28.9083412353281	0
L-citrulline exchange	0	23.8411566219232	0	21.9001529420274	0
2-aminobutanoate exchange	0	230.704026942991	0	202.097553772565	0
choline phosphate exchange	0	0.034555489179268	0	0.0319490797079425	0
glycerol 1-phosphate exchange	0	0	0	0	0
2-phospho-D-glyceric acid exchange	0	30.1110519333748	0	25.0412821977631	0
GMP exchange	0	0.355484687509147	0	0.313203507461559	0
3-phospho-serine exchange	0	2.98223055046083	0	2.80248029078752	0
O-phosphonatooxy-D-serine(2-) exchange	0	21.3496025376163	0	18.3722609760204	0
diphosphate exchange	0	14.76289655105	0	13.1297300495593	0
triphosphate exchange	0	0	0	0	0
phosphoenolpyruvate exchange	0	27.6372236382952	0	22.983970065885	0
N(omega)-phospho-L-arginine exchange	0	27.4343959520402	0	22.6666861953512	0
carbamoyl phosphate exchange	0	13.2961880708261	0	10.9854987557142	0
O-phosphoethanolamine exchange	0	0	0	0	0
cysteamine S-phosphate exchange	0	0	0	0	0
guanosine 2'-monophosphate exchange	0	0	0	0	0
glycerol 2-phosphate(2-) exchange	0	0	0	0	0
3'-GMP exchange	0	0	0	0	0
2-phosphoglycolate exchange	0	0	0	0	0
6-phospho-D-gluconate exchange	0	10.6612237305975	0	10.2627180787088	0
D-mannose 6-phosphate exchange	0	23.0429626449983	0	19.0384218481557	0
2',3'-cyclic GMP exchange	0	0	0	0	0
O(4)-phospho-L-tyrosine exchange	0	0	0	0	0
O-phospho-L-threonine exchange	0	0	0	0	0
3-phosphonato-D-glycerate(3-) exchange	0	30.5301887108969	0	25.3921778709287	0
adenosine 2'-phosphate exchange	0	0	0	0	0
3'-AMP exchange	0	0	0	0	0
2',3'-cyclic AMP exchange	0	0	0	0	0
D-mannose 1-phosphate exchange	0	1.88236283365154	0	1.46113864883824	0
AMP exchange	0	1.95748618268126	0	1.6173293846695	0
N(alpha)-acetyl-L-methionine exchange	0	37.8527438892274	0	32.0647545125781	0
L-Methionine S-oxide exchange	0	2.58325638364829	0	2.19993226241707	0
3-sulfino-L-alanine exchange	0	0	0	0	0
N-acetyl-L-cysteine exchange	0	38.3806533596042	0	32.4599447896696	0
L-cysteate exchange	0	0	0	0	0
2-hydroxyethane-1-sulfonate exchange	0	0	0	0	0
acetoacetate exchange	0	73.526698577303	0	62.1918062335654	0
N-acetyl-L-glutamate exchange	0	0.306155835315053	0	0.253143959831505	0
UMP exchange	0	4.02763454082037	0	3.32768865790933	0
CMP exchange	0	2.34370325086911	0	1.93932232520331	0
thymidine 5'-monophosphate exchange	0	0	0	0	0
thymidine 3'-monophosphate exchange	0	0	0	0	0
cytidine 2'-phosphate exchange	0	0	0	0	0
uridine 2'-phosphate exchange	0	0	0	0	0
3'-UMP exchange	0	0	0	0	0
2',3'-cyclic CMP exchange	0	0	0	0	0
2',3'-cyclic UMP exchange	0	0	0	0	0
ATP:D-Gluconate 6-phosphotransferase	0	20.8146923223909	0	23.8845720911143	0
6-phosphogluconate phosphatase	0	14.0760708089708	0	11.6298489112251	0
R06790	0	0	0	0	0
Carboxylic ester hydrolases	0	0	0	0	0
phosphoglycerate dehydrogenase	0	1000	0	1000	0
seed:rxn00681	0	1000	0	1000	0
beta-alanine:2-oxoglutarate aminotransferase	0	1000	0	1000	0
3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)	0	0.225857159894398	0	0.192268908107553	0
3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)	0	0.225857159894397	0	0.193433185363485	0
3-oxopropanoate carboxy-lyase	0	0.225857159894673	0	0.191736200595688	0
(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	0	1000	0	1000	0
Dihydroxy-acid dehydratase, mitochondrial	0	0	0	0	0
Ketol-acid reductoisomerase, mitochondrial	0	0	0	0	0
pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating)	0	0	0	0	0
(R)-2,3-dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	0	1000	0	1000	0
(2R,3S)-3-methylmalate:NAD+ oxidoreductase	0	6.50567780386717e-05	0	7.45772116488297e-05	0
malate/beta-methylmalate synthase	0	6.50567780386717e-05	0	7.45772116488297e-05	0
palmitoyl-CoA hydrolase	0	23.3149606755951	0	19.786805042963	0
long-chain-fatty-acid---CoA ligase	0	23.3149606755951	0	19.786805042963	0
a-galactosidase (stachyose)	0	0	0	0	0
stachyose synthase	0	0	0	0	0
Ca(2+) transport	6.39131169053515e-05	1000	7.32662559646713e-05	1000	0
chloride transport	0.000379944335520292	1000	0.000435545945596433	1000	0
Cu2(+) transport	0.000194095594657266	1000	0.000222499828021744	1000	0
Mn(2+) transport	0.000804068244938293	1000	0.0009217367685878	1000	0
Zn(2+) transport	0.000220308808503239	1000	0.000252549121942738	1000	0
Mg(2+) transport	0.000365965918339058	1000	0.000419521906388676	1000	0
chloride exchange	0	999.999620055665	0	999.999564454054	0
Cu2(+) exchange	0	999.999805904405	0	999.999777500172	0
Mn(2+) exchange	0	999.999195931755	0	999.999078263231	0
Zn(2+) exchange	0	999.999779691192	0	999.999747450878	0
Mg(2+) exchange	0	999.999634034082	0	999.999580478094	0
cofactor pseudoreaction	0.29453049265139	0.346506461943385	0.337632515966227	0.39721472466616	0
ion pseudoreaction	0.29453049265139	0.346506461943385	0.337632515966227	0.39721472466616	0
Ca(2+) exchange	0	999.999936086883	0	999.999926733744	0
3-(4-hydroxyphenyl)pyruvate transport	0	1000	0	1000	0
acetate transport	0	1000	0	1000	0
ADP-ribose transport	0	1000	0	1000	0
farnesyl diphosphate transport	0	1000	0	1000	0
nicotinate transport	0	1000	0	1000	0
O-phosphoethanolamine transport	0	1000	0	1000	0
phosphate transport	0	1000	0	1000	0
propionyl-CoA transport	0	6.57182048311959e-05	0	7.54407562030066e-05	0
UDP transport	0	1000	0	1000	0
UDP transport	0	1000	0	1000	0
UMP transport	0	1000	0	1000	0
TRX1 disulphide transport	0	1000	0	1000	0
oleate transport	0	1000	0	1000	0
(R)-acetoin transport	0	1000	0	1000	0
L-glutamine transport	0	1000	0	1000	0
UMP transport	0	1000	0	1000	0
S-adenosyl-L-methionine transport	0	1000	0	1000	0
glutathione transport	0	1000	0	1000	0
ATP transport	0	1000	0	1000	0
D-mannose 6-phosphate transport	0	1000	0	1000	0
O-acetyl-L-serine transport	0	1000	0	1000	0
hydrogen sulfide transport	0	1000	0	1000	0
L-cysteinylglycine transport	0	1000	0	1000	0
ATP transport	0	1000	0	1000	0
thiosulfate transport	0	1000	0	1000	0
sulphite transport	0	1000	0	1000	0
UDP-D-glucose transport	0	1000	0	1000	0
UDP-N-acetyl-alpha-D-glucosamine transport	0	1000	0	1000	0
acetyl-CoA ACP transacylase (reversible)	0	1000	0	1000	0
glutathione peroxidase, mitochondria (reversible)	0	1000	0	1000	0
spontaneous cis-aconitate(3-) to trans-aconitate (reversible)	0	1000	0	1000	0
spontaneous cis-aconitate(3-) to trans-aconitate (reversible)	0	1000	0	1000	0
fatty-acid--CoA ligase (behenate), ER membrane (reversible)	0	1000	0	1000	0
fatty-acid--CoA ligase (lignoceric acid), ER membrane (reversible)	0	1000	0	1000	0
fatty-acid--CoA ligase (cerotic acid), ER membrane (reversible)	0	1000	0	1000	0
fatty-acid--CoA ligase (behenate), lipid particle (reversible)	0	1000	0	1000	0
fatty-acid--CoA ligase (lignoceric acid), lipid particle (reversible)	0	1000	0	1000	0
fatty-acid--CoA ligase (cerotic acid), lipid particle (reversible)	0	1000	0	1000	0
(R)-mevalonate transport (reversible)	0	1000	0	1000	0
(R,R)-butanediol transport (reversible)	0	1000	0	1000	0
2-oxoadipate and 2-oxoglutarate transport (reversible)	0	1000	0	1000	0
3-hexaprenyl-4,5-dihydroxybenzoate transport (reversible)	0	1000	0	1000	0
5-formyltetrahydrofolic acid transport (reversible)	0	1000	0	1000	0
8-Amino-7-oxononanoate transport (reversible)	0	1000	0	1000	0
acetate transport (reversible)	0	1000	0	1000	0
ADP/ATP transporter (reversible)	0	1000	0	1000	0
AKG transporter, mitochonrial (reversible)	0	1000	0	1000	0
ammonia transport (reversible)	0	1000	0	1000	0
ceramide-2' (sphinganine:n-C24:0OH) transport (reversible)	0	1000	0	1000	0
ceramide-2' (sphinganine:n-C26:0OH) transport (reversible)	0	1000	0	1000	0
ceramide-3 (Phytosphingosine:n-C24:0OH) transport (reversible)	0	1000	0	1000	0
ceramide-3 (Phytosphingosine:n-C26:0OH) transport (reversible)	0	1000	0	1000	0
citrate transport (reversible)	0	1000	0	1000	0
citrate transport (reversible)	0	1000	0	1000	0
citrate transport (reversible)	0	1000	0	1000	0
D-lactate transport (reversible)	0	1000	0	1000	0
D-lactate/pyruvate antiport (reversible)	0	1000	0	1000	0
episterol transport (reversible)	0	1000	0	1000	0
ergosterol transport (reversible)	0	1000	0	1000	0
ethanolamine transport (reversible)	0	1000	0	1000	0
fecosterol transport (reversible)	0	1000	0	1000	0
fecosterol transport (reversible)	0	1000	0	1000	0
folic acid transport (reversible)	0	1000	0	1000	0
glycero-3-phospho-1-inositol transport (reversible)	0	1000	0	1000	0
glycero-3-phosphocholine transport (reversible)	0	1000	0	1000	0
glycine transport (reversible)	0	1000	0	1000	0
guanine transport (reversible)	0	1000	0	1000	0
isopentenyl diphosphate transport (reversible)	0	1000	0	1000	0
L-alanine transport (reversible)	0	1000	0	1000	0
L-arganine transport (reversible)	0	1000	0	1000	0
L-asparagine transport (reversible)	0	1000	0	1000	0
L-aspartate transport (reversible)	0	1000	0	1000	0
L-carnitine transport (reversible)	0	1000	0	1000	0
L-cystine transport (reversible)	0	1000	0	1000	0
L-glutamate transport (reversible)	0	1000	0	1000	0
L-glutamine transport (reversible)	0	1000	0	1000	0
L-histidine transport (reversible)	0	1000	0	1000	0
L-isoleucine transport (reversible)	0	1000	0	1000	0
L-isoleucine transport (reversible)	0	1000	0	1000	0
L-lactate transport (reversible)	0	1000	0	1000	0
L-leucine transport, vacuoluar (reversible)	0	1000	0	1000	0
L-leucine transport (reversible)	0	1000	0	1000	0
L-lysine transport (reversible)	0	1000	0	1000	0
L-methionine transport (reversible)	0	1000	0	1000	0
L-phenylalanine transport (reversible)	0	1000	0	1000	0
L-proline transport (reversible)	0	1000	0	1000	0
L-serine transport (reversible)	0	1000	0	1000	0
L-threonine transport (reversible)	0	1000	0	1000	0
L-tryptophan transport (reversible)	0	1000	0	1000	0
L-tyrosine transport (reversible)	0	1000	0	1000	0
L-tyrosine transport (reversible)	0	1000	0	1000	0
L-valine transport (reversible)	0	1000	0	1000	0
lanosterol transport (reversible)	0	1000	0	1000	0
nicotinate transport (reversible)	0	1000	0	1000	0
octadecanoate (n-C18:0) transport (reversible)	0	1000	0	1000	0
orntithine transport (reversible)	0	1000	0	1000	0
pantothenate transport (reversible)	0	1000	0	1000	0
pentaprenyl diphosphate transport (reversible)	0	1000	0	1000	0
phosphate transport (reversible)	0	999.895330558032	0	999.912796743431	0
potassium transport (reversible)	0	999.998930854312	0	999.998774393967	0
putrescine transport (reversible)	0	1000	0	1000	0
putrescine transport (reversible)	0	1000	0	1000	0
pyridoxine symport (reversible)	0	1000	0	1000	0
pyruvate transport (reversible)	0	1000	0	1000	0
S-adenosyl-L-methionine transport (reversible)	0	1000	0	1000	0
sodium proton antiporter (reversible)	0.00116928605582602	1000	0.00134040108838592	1000	0
spermidine transport (reversible)	0	1000	0	1000	0
spermidine transport (reversible)	0	1000	0	1000	0
spermine transport (reversible)	0	1000	0	1000	0
spermine transport (reversible)	0	1000	0	1000	0
taurine transport (reversible)	0	1000	0	1000	0
urea transport (reversible)	0	1000	0	1000	0
water diffusion (reversible)	0	1000	0	1000	0
zymosterol transport (reversible)	0	1000	0	1000	0
trehalose transporter (reversible)	0	1000	0	1000	0
(1->3)-beta-D-glucan exchange (reversible)	0	0	0	0	0
(1->3)-beta-D-glucan transport (reversible)	0	1000	0	1000	0
(R)-carnitine exchange (reversible)	0	0	0	0	0
(R)-lactate exchange (reversible)	0	0	0	0	0
(R)-mevalonate exchange (reversible)	0	0	0	0	0
(R)-pantothenate exchange (reversible)	0	1000	0	1000	0
(R,R)-2,3-butanediol exchange (reversible)	0	0	0	0	0
(S)-3-methyl-2-oxopentanoate exchange (reversible)	0	0	0	0	0
(S)-lactate exchange (reversible)	0	0	0	0	0
(S)-malate exchange (reversible)	0	0	0	0	0
1-(sn-glycero-3-phospho)-1D-myo-inositol exchange (reversible)	0	0	0	0	0
1-acylglycerophosphocholine exchange (reversible)	0	0	0	0	0
1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion (reversible)	0	1000	0	1000	0
1D-myo-inositol 1-phosphate transport (reversible)	0	1000	0	1000	0
2'-deoxyadenosine exchange (reversible)	0	0	0	0	0
2'-deoxyguanosine exchange (reversible)	0	0	0	0	0
2'-deoxyinosine exchange (reversible)	0	0	0	0	0
2'-deoxyuridine exchange (reversible)	0	0	0	0	0
2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport (reversible)	0	1000	0	1000	0
2-dehydropantoate transport (reversible)	0	1000	0	1000	0
2-isopropylmalate exchange (reversible)	0	0	0	0	0
2-isopropylmalate transport (reversible)	0	1000	0	1000	0
2-isopropylmalate transport (reversible)	0	1000	0	1000	0
2-methyl-1-butanol transport (reversible)	0	1000	0	1000	0
2-methyl-1-butanol transport (reversible)	0	1000	0	1000	0
2-methylbutanal exchange (reversible)	0	0	0	0	0
2-methylbutanal transport (reversible)	0	1000	0	1000	0
2-methylbutanal transport (reversible)	0	1000	0	1000	0
2-methylbutanol exchange (reversible)	0	0	0	0	0
2-methylbutyl acetate exchange (reversible)	0	0	0	0	0
2-methylpropanal transport (reversible)	0	1000	0	1000	0
2-methylpropanal transport (reversible)	0	1000	0	1000	0
2-oxobutanoate transporter (reversible)	0	1000	0	1000	0
2-oxoglutarate exchange (reversible)	0	0	0	0	0
2-oxoglutarate transport (reversible)	0	1000	0	1000	0
2-oxoglutarate transport (reversible)	0	1000	0	1000	0
2-phenylethanol exchange (reversible)	0	0	0	0	0
2-phenylethanol transport (reversible)	0	1000	0	1000	0
2-phenylethanol transport (reversible)	0	1000	0	1000	0
3-carboxy-4-methyl-2-oxopentanoate transport (reversible)	0	1000	0	1000	0
3-methyl-2-oxopentanoate transport (reversible)	0	1000	0	1000	0
3-methyl-oxopentanoate trasport (reversible)	0	1000	0	1000	0
3-methylbutanal exchange (reversible)	0	0	0	0	0
3-methylbutanal transport (reversible)	0	1000	0	1000	0
3-methylbutanal transport (reversible)	0	1000	0	1000	0
3-octaprenyl-4-hydroxybenzoate transport (reversible)	0	1000	0	1000	0
4-aminobenzoate exchange (reversible)	0	1000	0	1000	0
4-aminobenzoate transport (reversible)	0	1000	0	1000	0
4-aminobenzoate transport (reversible)	0	999.999981326767	0	999.999978594098	0
4-aminobutanal transport (reversible)	0	1000	0	1000	0
4-aminobutyrate transport (reversible)	0	1000	0	1000	0
